episode,game,exploration,explored,safe,MA_explored,MA_safe
739,[39]_forecast_horizon=[24],1.0,81.4,75.8,63.3,63.8
740,[40]_forecast_horizon=[15],1.0,54.7,61.8,63.3,63.8
741,[41]_forecast_horizon=[19],1.0,65.0,57.3,63.9,63.8
742,[42]_forecast_horizon=[11],1.0,75.1,75.1,63.9,63.8
743,[43]_forecast_horizon=[15],1.0,24.8,24.8,63.9,63.8
744,[44]_forecast_horizon=[19],1.0,62.1,62.1,63.9,63.3
745,[45]_forecast_horizon=[27],1.0,22.1,79.2,63.9,63.8
746,[46]_forecast_horizon=[17],1.0,48.7,51.9,63.3,63.3
747,[47]_forecast_horizon=[28],1.0,0.0,0.0,63.3,63.3
748,[48]_forecast_horizon=[14],1.0,90.3,78.0,63.3,63.3
749,[49]_forecast_horizon=[17],1.0,72.8,81.4,63.9,63.3
750,[50]_forecast_horizon=[16],1.0,66.6,50.5,64.6,63.1
751,[51]_forecast_horizon=[28],1.0,94.0,85.8,64.6,63.1
752,[52]_forecast_horizon=[20],1.0,52.8,57.8,64.6,63.1
753,[53]_forecast_horizon=[26],1.0,89.8,93.2,64.6,63.1
754,[54]_forecast_horizon=[22],1.0,87.3,81.8,64.6,63.1
755,[55]_forecast_horizon=[20],1.0,70.9,70.9,64.6,63.3
756,[56]_forecast_horizon=[15],1.0,81.3,83.7,64.6,63.3
757,[57]_forecast_horizon=[22],1.0,29.2,29.2,64.6,63.3
758,[58]_forecast_horizon=[28],1.0,47.1,47.1,64.6,63.3
759,[59]_forecast_horizon=[21],1.0,39.8,33.0,64.6,63.3
760,[60]_forecast_horizon=[10],1.0,12.4,24.8,64.6,63.3
761,[61]_forecast_horizon=[11],1.0,73.0,73.0,64.6,63.8
762,[62]_forecast_horizon=[18],1.0,-74.5,12.5,64.6,63.8
763,[63]_forecast_horizon=[24],1.0,52.4,65.4,64.6,64.7
764,[64]_forecast_horizon=[26],1.0,-40.0,-11.0,64.6,64.7
765,[65]_forecast_horizon=[13],1.0,76.2,61.7,64.6,63.8
766,[66]_forecast_horizon=[27],1.0,63.4,64.2,64.3,63.8
767,[67]_forecast_horizon=[12],1.0,67.7,67.7,64.3,63.8
768,[68]_forecast_horizon=[13],1.0,59.7,59.7,64.3,63.8
769,[69]_forecast_horizon=[12],1.0,41.0,65.5,64.3,63.8
770,[70]_forecast_horizon=[29],1.0,59.6,59.6,64.3,63.8
771,[71]_forecast_horizon=[17],1.0,67.6,65.3,64.3,63.8
772,[72]_forecast_horizon=[27],1.0,89.4,65.6,64.3,63.8
773,[73]_forecast_horizon=[12],1.0,51.7,84.4,63.5,64.7
774,[74]_forecast_horizon=[23],1.0,64.4,71.5,64.0,65.3
775,[75]_forecast_horizon=[26],1.0,85.0,81.2,64.0,65.3
776,[76]_forecast_horizon=[29],1.0,38.4,38.4,64.0,65.3
777,[77]_forecast_horizon=[18],1.0,0.0,0.0,64.0,65.3
778,[78]_forecast_horizon=[21],1.0,70.3,70.3,64.0,65.3
779,[79]_forecast_horizon=[10],1.0,76.1,76.1,64.0,65.3
780,[80]_forecast_horizon=[11],1.0,82.5,84.9,64.0,65.3
781,[81]_forecast_horizon=[14],1.0,44.0,44.0,64.0,65.3
782,[82]_forecast_horizon=[26],1.0,48.4,53.5,64.0,65.3
783,[83]_forecast_horizon=[18],1.0,72.5,72.5,64.0,65.3
784,[84]_forecast_horizon=[29],1.0,61.1,70.2,64.0,65.4
785,[85]_forecast_horizon=[11],1.0,68.2,70.5,64.7,65.5
786,[86]_forecast_horizon=[25],1.0,61.6,61.6,64.7,65.5
787,[87]_forecast_horizon=[23],1.0,82.7,88.4,64.7,65.5
788,[88]_forecast_horizon=[19],1.0,36.1,42.1,64.7,65.5
789,[89]_forecast_horizon=[25],1.0,65.2,65.2,64.7,65.5
790,[90]_forecast_horizon=[25],1.0,51.8,50.1,64.7,65.5
791,[91]_forecast_horizon=[14],1.0,26.1,10.8,64.7,65.5
792,[92]_forecast_horizon=[20],1.0,58.5,35.7,64.0,65.4
793,[93]_forecast_horizon=[15],1.0,84.4,84.4,64.0,65.4
794,[94]_forecast_horizon=[13],1.0,58.4,55.5,64.0,65.4
795,[95]_forecast_horizon=[27],1.0,82.3,64.5,64.0,65.3
796,[96]_forecast_horizon=[29],1.0,69.0,73.4,64.0,65.3
797,[97]_forecast_horizon=[15],1.0,65.9,72.2,64.7,65.4
798,[98]_forecast_horizon=[13],1.0,54.3,54.3,64.7,65.4
799,[99]_forecast_horizon=[27],1.0,79.7,79.7,64.7,65.4
800,[0]_forecast_horizon=[10],1.0,50.9,66.9,64.0,65.4
801,[1]_forecast_horizon=[23],1.0,48.4,48.4,64.0,65.4
802,[2]_forecast_horizon=[23],1.0,58.8,58.8,64.0,65.3
803,[3]_forecast_horizon=[29],1.0,75.1,75.1,64.0,65.4
804,[4]_forecast_horizon=[25],1.0,-18.7,-18.7,64.0,65.4
805,[5]_forecast_horizon=[26],1.0,57.8,59.8,64.0,65.4
806,[6]_forecast_horizon=[29],1.0,38.3,87.6,64.0,65.4
807,[7]_forecast_horizon=[10],1.0,59.8,67.0,64.0,65.5
808,[8]_forecast_horizon=[23],1.0,33.1,58.2,64.0,65.5
809,[9]_forecast_horizon=[15],1.0,47.9,47.9,64.0,65.5
810,[10]_forecast_horizon=[18],1.0,62.9,62.9,64.0,65.5
811,[11]_forecast_horizon=[13],1.0,82.8,89.1,64.0,65.5
812,[12]_forecast_horizon=[10],1.0,79.0,58.0,64.0,65.4
813,[13]_forecast_horizon=[22],1.0,88.8,91.0,64.0,65.4
814,[14]_forecast_horizon=[12],1.0,50.7,68.5,64.0,65.5
815,[15]_forecast_horizon=[27],1.0,67.8,82.9,64.0,65.5
816,[16]_forecast_horizon=[14],1.0,91.5,89.1,64.0,65.5
817,[17]_forecast_horizon=[18],1.0,55.3,54.0,64.0,65.4
818,[18]_forecast_horizon=[17],1.0,52.0,41.1,64.0,65.4
819,[19]_forecast_horizon=[18],1.0,83.0,85.8,64.0,65.4
820,[20]_forecast_horizon=[25],1.0,70.9,70.9,64.0,65.4
821,[21]_forecast_horizon=[18],1.0,58.7,63.8,63.9,65.4
822,[22]_forecast_horizon=[11],1.0,50.4,58.3,63.9,65.4
823,[23]_forecast_horizon=[15],1.0,83.8,83.8,63.9,65.4
824,[24]_forecast_horizon=[18],1.0,63.2,58.8,63.3,65.4
825,[25]_forecast_horizon=[12],1.0,73.8,76.6,63.3,65.4
826,[26]_forecast_horizon=[12],1.0,85.3,85.3,63.3,65.4
827,[27]_forecast_horizon=[25],1.0,66.2,70.6,63.9,65.4
828,[28]_forecast_horizon=[28],1.0,69.7,69.7,63.9,65.4
829,[29]_forecast_horizon=[23],1.0,19.5,19.5,63.9,65.4
830,[30]_forecast_horizon=[28],1.0,13.7,13.7,63.9,65.4
831,[31]_forecast_horizon=[14],1.0,60.6,72.3,63.9,65.5
832,[32]_forecast_horizon=[15],1.0,34.7,76.2,63.3,65.5
833,[33]_forecast_horizon=[10],1.0,70.1,73.0,63.3,65.5
834,[34]_forecast_horizon=[18],1.0,67.5,67.5,63.3,65.5
835,[35]_forecast_horizon=[22],1.0,79.7,79.7,63.3,65.5
836,[36]_forecast_horizon=[14],1.0,49.9,53.6,63.1,65.5
837,[37]_forecast_horizon=[19],1.0,83.7,87.7,63.1,65.5
838,[38]_forecast_horizon=[27],1.0,69.1,79.2,63.1,65.5
839,[39]_forecast_horizon=[24],1.0,75.8,75.8,63.1,65.5
840,[40]_forecast_horizon=[15],1.0,38.9,46.1,63.1,65.5
841,[41]_forecast_horizon=[19],1.0,48.8,52.5,62.5,65.5
842,[42]_forecast_horizon=[11],1.0,63.8,75.1,62.5,65.5
843,[43]_forecast_horizon=[15],1.0,71.7,71.7,63.1,66.3
844,[44]_forecast_horizon=[19],1.0,72.9,67.1,63.3,67.0
845,[45]_forecast_horizon=[27],1.0,68.7,49.0,63.6,66.3
846,[46]_forecast_horizon=[17],1.0,84.1,80.1,64.1,67.0
847,[47]_forecast_horizon=[28],1.0,0.0,0.0,64.1,67.0
848,[48]_forecast_horizon=[14],1.0,86.1,90.3,64.1,67.0
849,[49]_forecast_horizon=[17],1.0,73.5,73.5,64.1,67.0
850,[50]_forecast_horizon=[16],1.0,48.0,53.3,63.6,67.0
851,[51]_forecast_horizon=[28],1.0,85.8,85.8,63.6,67.0
852,[52]_forecast_horizon=[20],1.0,69.4,80.8,64.1,67.1
853,[53]_forecast_horizon=[26],1.0,93.2,93.2,64.1,67.1
854,[54]_forecast_horizon=[22],1.0,90.9,87.4,64.1,67.1
855,[55]_forecast_horizon=[20],1.0,57.1,70.9,63.6,67.1
856,[56]_forecast_horizon=[15],1.0,92.3,86.9,63.6,67.1
857,[57]_forecast_horizon=[22],1.0,-13.5,15.7,63.6,67.1
858,[58]_forecast_horizon=[28],1.0,8.7,8.7,63.6,67.1
859,[59]_forecast_horizon=[21],1.0,60.5,39.8,63.6,67.1
860,[60]_forecast_horizon=[10],1.0,12.4,24.8,63.6,67.1
861,[61]_forecast_horizon=[11],1.0,73.0,71.3,63.6,67.1
862,[62]_forecast_horizon=[18],1.0,-11.9,-15.1,63.6,67.1
863,[63]_forecast_horizon=[24],1.0,65.4,65.4,64.1,67.1
864,[64]_forecast_horizon=[26],1.0,-26.0,54.1,64.1,67.1
865,[65]_forecast_horizon=[13],1.0,80.8,76.2,64.1,67.3
866,[66]_forecast_horizon=[27],1.0,71.2,71.2,64.8,67.6
867,[67]_forecast_horizon=[12],1.0,60.0,60.0,64.1,67.3
868,[68]_forecast_horizon=[13],1.0,53.9,59.7,64.1,67.3
869,[69]_forecast_horizon=[12],1.0,53.4,65.5,64.1,67.3
870,[70]_forecast_horizon=[29],1.0,31.7,59.6,64.1,67.3
871,[71]_forecast_horizon=[17],1.0,70.2,65.3,64.1,67.3
872,[72]_forecast_horizon=[27],1.0,84.1,84.1,64.1,68.0
873,[73]_forecast_horizon=[12],1.0,54.1,64.0,64.1,67.3
874,[74]_forecast_horizon=[23],1.0,60.1,60.1,63.5,67.1
875,[75]_forecast_horizon=[26],1.0,76.8,82.0,63.5,67.1
876,[76]_forecast_horizon=[29],1.0,-6.9,23.3,63.5,67.1
877,[77]_forecast_horizon=[18],1.0,-11.2,0.0,63.5,67.1
878,[78]_forecast_horizon=[21],1.0,68.1,68.1,63.5,67.1
879,[79]_forecast_horizon=[10],1.0,59.1,78.9,63.1,67.1
880,[80]_forecast_horizon=[11],1.0,84.9,77.4,63.1,67.1
881,[81]_forecast_horizon=[14],1.0,34.4,44.0,63.1,67.1
882,[82]_forecast_horizon=[26],1.0,44.0,30.4,63.1,67.1
883,[83]_forecast_horizon=[18],1.0,84.0,81.5,63.1,67.1
884,[84]_forecast_horizon=[29],1.0,56.8,70.2,63.1,67.1
885,[85]_forecast_horizon=[11],1.0,61.5,61.5,62.3,67.0
886,[86]_forecast_horizon=[25],1.0,61.6,61.6,62.3,67.0
887,[87]_forecast_horizon=[23],1.0,42.5,88.4,61.6,67.0
888,[88]_forecast_horizon=[19],1.0,42.1,42.1,61.6,67.0
889,[89]_forecast_horizon=[25],1.0,65.2,60.3,61.6,67.0
890,[90]_forecast_horizon=[25],1.0,39.0,42.6,61.6,67.0
891,[91]_forecast_horizon=[14],1.0,-19.7,41.7,61.6,67.0
892,[92]_forecast_horizon=[20],1.0,59.7,66.6,61.6,67.0
893,[93]_forecast_horizon=[15],1.0,79.2,84.4,61.6,67.0
894,[94]_forecast_horizon=[13],1.0,74.9,74.9,62.3,67.1
895,[95]_forecast_horizon=[27],1.0,68.0,85.4,62.3,67.3
896,[96]_forecast_horizon=[29],1.0,63.2,71.6,62.3,67.3
897,[97]_forecast_horizon=[15],1.0,68.3,62.0,62.3,67.1
898,[98]_forecast_horizon=[13],1.0,61.0,61.0,62.3,67.1
899,[99]_forecast_horizon=[27],1.0,60.7,79.7,61.6,67.1
900,[0]_forecast_horizon=[10],1.0,50.9,45.5,61.6,67.1
901,[1]_forecast_horizon=[23],1.0,57.4,57.4,61.6,67.1
902,[2]_forecast_horizon=[23],1.0,69.6,58.8,62.3,67.1
903,[3]_forecast_horizon=[29],1.0,78.4,78.4,62.3,67.1
904,[4]_forecast_horizon=[25],1.0,25.5,5.9,62.3,67.1
905,[5]_forecast_horizon=[26],1.0,59.8,39.3,62.3,67.1
906,[6]_forecast_horizon=[29],1.0,38.3,47.8,62.3,66.8
907,[7]_forecast_horizon=[10],1.0,82.0,85.6,63.0,66.9
908,[8]_forecast_horizon=[23],1.0,58.2,58.2,63.0,66.9
909,[9]_forecast_horizon=[15],1.0,32.1,47.9,63.0,66.9
910,[10]_forecast_horizon=[18],1.0,58.5,58.5,62.4,66.9
911,[11]_forecast_horizon=[13],1.0,85.2,92.3,62.4,66.9
912,[12]_forecast_horizon=[10],1.0,77.5,72.6,62.4,67.3
913,[13]_forecast_horizon=[22],1.0,91.1,81.9,62.4,67.3
914,[14]_forecast_horizon=[12],1.0,74.8,74.8,63.2,67.3
915,[15]_forecast_horizon=[27],1.0,82.9,75.6,63.2,67.3
916,[16]_forecast_horizon=[14],1.0,87.8,93.7,63.2,67.3
917,[17]_forecast_horizon=[18],1.0,68.3,54.0,63.5,67.3
918,[18]_forecast_horizon=[17],1.0,45.1,38.3,63.5,67.3
919,[19]_forecast_horizon=[18],1.0,83.0,83.0,63.5,67.3
920,[20]_forecast_horizon=[25],1.0,67.1,70.9,63.5,67.3
921,[21]_forecast_horizon=[18],1.0,69.0,63.8,64.5,67.3
922,[22]_forecast_horizon=[11],1.0,55.2,60.7,64.5,67.3
923,[23]_forecast_horizon=[15],1.0,80.6,76.1,64.5,67.3
924,[24]_forecast_horizon=[18],1.0,47.5,66.7,64.5,67.3
925,[25]_forecast_horizon=[12],1.0,74.0,66.1,64.5,66.9
926,[26]_forecast_horizon=[12],1.0,47.8,53.3,63.5,66.6
927,[27]_forecast_horizon=[25],1.0,53.7,70.4,62.4,66.6
928,[28]_forecast_horizon=[28],1.0,79.6,79.6,62.4,66.6
929,[29]_forecast_horizon=[23],1.0,29.1,29.1,62.4,66.6
930,[30]_forecast_horizon=[28],1.0,-10.8,9.3,62.4,66.6
931,[31]_forecast_horizon=[14],1.0,61.7,66.6,62.5,66.6
932,[32]_forecast_horizon=[15],1.0,76.2,76.2,63.5,66.6
933,[33]_forecast_horizon=[10],1.0,58.8,73.0,62.5,66.6
934,[34]_forecast_horizon=[18],1.0,75.2,75.2,62.5,66.6
935,[35]_forecast_horizon=[22],1.0,74.3,79.7,62.5,66.6
936,[36]_forecast_horizon=[14],1.0,61.2,61.2,62.5,66.6
937,[37]_forecast_horizon=[19],1.0,87.7,91.8,62.5,66.6
938,[38]_forecast_horizon=[27],1.0,45.3,79.2,61.7,66.6
939,[39]_forecast_horizon=[24],1.0,66.5,75.8,61.7,66.6
940,[40]_forecast_horizon=[15],1.0,78.6,46.1,62.5,66.6
941,[41]_forecast_horizon=[19],1.0,53.6,57.3,62.5,66.6
942,[42]_forecast_horizon=[11],1.0,77.9,82.3,62.5,66.6
943,[43]_forecast_horizon=[15],1.0,54.5,54.5,61.7,66.3
944,[44]_forecast_horizon=[19],1.0,67.1,67.1,61.7,66.3
945,[45]_forecast_horizon=[27],1.0,38.6,49.0,61.6,66.3
946,[46]_forecast_horizon=[17],1.0,71.8,84.6,61.6,66.3
947,[47]_forecast_horizon=[28],1.0,-30.1,0.0,61.6,66.3
948,[48]_forecast_horizon=[14],1.0,90.8,90.8,61.6,66.3
949,[49]_forecast_horizon=[17],1.0,74.1,66.4,61.6,66.2
950,[50]_forecast_horizon=[16],1.0,66.6,58.6,61.7,66.2
951,[51]_forecast_horizon=[28],1.0,88.0,82.8,61.7,66.2
952,[52]_forecast_horizon=[20],1.0,74.4,67.9,61.7,66.2
953,[53]_forecast_horizon=[26],1.0,89.8,82.0,61.7,66.2
954,[54]_forecast_horizon=[22],1.0,90.9,92.0,61.7,66.2
955,[55]_forecast_horizon=[20],1.0,61.5,77.9,61.7,66.2
956,[56]_forecast_horizon=[15],1.0,78.8,84.0,61.7,66.2
957,[57]_forecast_horizon=[22],1.0,2.2,29.2,61.7,66.2
958,[58]_forecast_horizon=[28],1.0,47.1,47.1,61.7,66.2
959,[59]_forecast_horizon=[21],1.0,39.8,33.0,61.7,66.2
960,[60]_forecast_horizon=[10],1.0,50.1,24.8,61.7,66.2
961,[61]_forecast_horizon=[11],1.0,57.8,57.3,61.6,65.8
962,[62]_forecast_horizon=[18],1.0,-2.6,0.0,61.6,65.8
963,[63]_forecast_horizon=[24],1.0,65.4,65.4,61.6,65.8
964,[64]_forecast_horizon=[26],1.0,54.1,0.0,61.6,65.8
965,[65]_forecast_horizon=[13],1.0,76.2,76.2,61.6,65.8
966,[66]_forecast_horizon=[27],1.0,64.2,64.2,61.6,65.4
967,[67]_forecast_horizon=[12],1.0,67.7,67.7,61.7,65.8
968,[68]_forecast_horizon=[13],1.0,52.3,52.3,61.7,65.8
969,[69]_forecast_horizon=[12],1.0,53.4,53.4,61.7,65.7
970,[70]_forecast_horizon=[29],1.0,11.6,11.6,61.7,65.7
971,[71]_forecast_horizon=[17],1.0,70.2,72.5,61.7,66.2
972,[72]_forecast_horizon=[27],1.0,67.0,89.4,61.7,66.2
973,[73]_forecast_horizon=[12],1.0,64.0,84.4,62.5,66.5
974,[74]_forecast_horizon=[23],1.0,74.3,78.6,63.6,66.6
975,[75]_forecast_horizon=[26],1.0,85.0,81.2,63.6,66.6
976,[76]_forecast_horizon=[29],1.0,38.4,38.4,63.6,66.6
977,[77]_forecast_horizon=[18],1.0,-22.5,0.0,63.6,66.6
978,[78]_forecast_horizon=[21],1.0,70.9,73.0,63.6,66.6
979,[79]_forecast_horizon=[10],1.0,73.6,76.4,64.1,66.6
980,[80]_forecast_horizon=[11],1.0,85.0,85.0,64.1,66.6
981,[81]_forecast_horizon=[14],1.0,44.0,44.0,64.1,66.6
982,[82]_forecast_horizon=[26],1.0,34.3,34.3,64.1,66.6
983,[83]_forecast_horizon=[18],1.0,84.1,65.4,64.1,66.5
984,[84]_forecast_horizon=[29],1.0,43.4,56.8,64.1,66.2
985,[85]_forecast_horizon=[11],1.0,41.5,52.7,64.1,66.2
986,[86]_forecast_horizon=[25],1.0,34.3,43.0,64.1,66.2
987,[87]_forecast_horizon=[23],1.0,82.7,82.7,64.7,66.2
988,[88]_forecast_horizon=[19],1.0,42.1,43.9,64.7,66.2
989,[89]_forecast_horizon=[25],1.0,65.2,65.2,64.7,66.2
990,[90]_forecast_horizon=[25],1.0,52.7,39.1,64.7,66.2
991,[91]_forecast_horizon=[14],1.0,25.3,10.8,64.7,66.2
992,[92]_forecast_horizon=[20],1.0,55.5,73.0,64.7,66.2
993,[93]_forecast_horizon=[15],1.0,84.8,84.8,64.7,66.2
994,[94]_forecast_horizon=[13],1.0,78.4,59.0,64.7,65.7
995,[95]_forecast_horizon=[27],1.0,82.7,89.2,64.7,65.7
996,[96]_forecast_horizon=[29],1.0,71.6,71.6,65.3,65.7
997,[97]_forecast_horizon=[15],1.0,48.4,65.0,64.7,65.7
998,[98]_forecast_horizon=[13],1.0,61.0,61.0,64.7,65.7
999,[99]_forecast_horizon=[27],1.0,52.8,52.8,64.7,65.4
